Phrase,Sentiment
observations on the human condition,3
His best film,4
're,2
the incessant use,0
recalling sixties ' rockumentary milestones from Lonely Boy to Do n't Look Back .,3
intense experience,3
The filmmakers ' eye for detail and the high standards of performance convey a strong sense of the girls ' environment .,3
"stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .",3
handsome locations,3
an esteemed writer-actor,3
J.K. Rowling 's marvelous series,4
Brings awareness to an issue often overlooked --,3
paints a specifically urban sense of disassociation here,3
of those who paid for it and those who pay to see it,2
"loved the people onscreen ,",4
supremely hopeful,4
so intimate and sensual and funny and psychologically self-revealing,4
handsome execution,3
thought-provoking,3
Nolan 's penetrating undercurrent of cerebral and cinemantic flair lends -LRB- it -RRB- stimulating depth .,4
full-bodied,4
creepy crawlies,1
about memory and regret,3
affectionate delight,3
"visually atrocious ,",1
a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale,0
charm or,3
with a rainbow,2
than any summer blockbuster,2
work from start to finish,2
the gorgeous piano,3
is generally light enough,3
into the urban heart,3
violent and mindless,0
nearly,2
Olivier Assayas has fashioned an absorbing look at provincial bourgeois French society .,3
unflappable,3
to a pulp in his Dangerous Game,2
beautiful outer-space documentary Space Station 3D,3
Mamet 's,2
"Executed with such gentle but insistent sincerity ,",4
sweet and modest,3
much further than we imagine,3
"coming down off of Miramax 's deep shelves after a couple of aborted attempts ,",1
action extravaganza,3
"Richard Pryor mined his personal horrors and came up with a treasure chest of material , but",3
be ploughing the same furrow once too often,1
"avoids all the comic possibilities of its situation ,",1
Pixar 's,3
sounding,3
actually turns in a pretty convincing performance as a prissy teenage girl,3
guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today,4
"to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity",4
delightfully so,3
", at least he provides a strong itch to explore more .",3
takes your breath,3
An energetic and engaging film that never pretends to be something,3
Not since Ghostbusters has a film used Manhattan 's architecture in such a gloriously goofy way .,4
deserves an Oscar nomination .,4
"from the margin that gives viewers a chance to learn , to grow , to travel",3
Enriched,4
", first-time director Denzel Washington and a top-notch cast manage to keep things interesting .",3
facing change in both their inner and outer lives,3
The rare movie that 's as crisp and to the point as the novel on which it 's based .,4
"to learn , to grow ,",3
's like a drive-by,1
Steven Seagal,3
in which extravagant chance can distort our perspective and throw us off the path of good sense,2
", is still good fun .",3
more interesting,3
good at being the ultra-violent gangster wannabe,3
"` Yes , that 's right : it 's Forrest Gump , Angel Of Death . '",3
"confident , richly acted , emotionally devastating piece",4
The Pianist lacks the quick emotional connections of Steven Spielberg 's Schindler 's List .,2
the twist endings were actually surprising,4
hell-jaunt purists might like and more experimental in its storytelling,2
You can take the grandkids or the grandparents and never worry about anyone being bored ...,4
earns the right to be favorably compared to Das Boot,4
"that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house",1
Poetry in motion,4
still,2
the first half of Gangster No. 1 drips with style,3
a touching reflection,3
strikes a very resonant chord,4
is really funny,3
everybody else is in the background,3
Ally McBeal-style fantasy sequences,3
provocative and prescient,4
pleasant enough,3
cooler,2
one problem,2
One of the year 's most weirdly engaging and unpredictable character pieces .,4
hard to imagine having more fun watching a documentary ...,4
reaching happiness,3
Cliffhanger,3
"There 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a Hollywood career , if they want one .",3
enough cool fun here to warm the hearts of animation enthusiasts of all ages,3
ethnography,2
without lectures or confrontations,3
admirers,3
's plenty to enjoy --,3
feel,2
No. 1,4
a great American adventure and a wonderful film to bring to IMAX,4
"a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers",0
"Wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .",0
irreverent energy,3
much more watchable,3
Love in the Time of Money,3
bind,2
's most,2
", like Shiner 's organizing of the big fight , pulls off enough",3
go to the U.N.,2
better judgment,2
has -LRB- its -RRB- moments,3
"the compassion , good-natured humor and",3
of Arthur Schnitzler 's Reigen,2
a good deal funnier,3
a terrific effort,4
then you 're at the right film .,3
be very sweet indeed,3
have a good time as it doles out pieces of the famous director 's life,3
by forming a chain of relationships that come full circle to end on a positive -LRB- if tragic -RRB- note,3
"an homage to Them , Tarantula and other low",3
a delightful romantic comedy with plenty of bite,4
reason to see it,3
"A tired , unnecessary retread ...",0
"The town has kind of an authentic feel ,",3
lurks just below the proceedings and adds an almost constant mindset of suspense,3
"chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department .",3
insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,3
watch the film,3
other than to employ Hollywood kids and people who owe favors to their famous parents .,1
vibrance,3
Clooney directs this film always keeping the balance between the fantastic and the believable ...,3
nonjudgmental kind,3
a comedic moment in this romantic comedy,3
"ache with sadness -LRB- the way Chekhov is funny -RRB- , profound without ever being self-important",3
Greene 's prose,2
"A bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing .",4
the adage,2
delicately calibrated in tone,3
humour,3
will stand in future years as an eloquent memorial to the World Trade Center tragedy,4
", really good",4
are there,2
Pokemon 4Ever,4
", then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .",1
"keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity .",4
"The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed",3
of the greatest date movies in years,4
Directed with purpose and finesse,3
warmth and,3
with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations,0
both a level of sophisticated intrigue and human-scale characters,3
ai n't half-bad,3
lush,3
provocative stuff,3
career - kids = misery,1
The charm of the first movie,4
is shockingly bad and absolutely unnecessary .,0
