Phrase,Sentiment
the gorgeous piano,3
This is n't a stand up and cheer flick ; it 's a sit down and ponder affair .,3
one of Shakespeare 's better known tragedies,3
The concert footage is stirring,3
-RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code,4
"... bright , intelligent , and humanly funny film .",4
vile,1
"'m sure the filmmaker would disagree , but , honestly , I do n't see the point .",1
a sweet and modest,4
"The animation and backdrops are lush and inventive ,",4
"Hugh Grant , who has a good line in charm",4
at least it looks pretty,3
ideal,3
own,2
the film is well-crafted and,4
"As a good old-fashioned adventure for kids , Spirit",4
"Gay or straight , Kissing Jessica Stein is one of the greatest date movies in years .",4
"in the life of the celebrated Irish playwright , poet and drinker",2
remains sporadically funny,3
all the movie 's political ramifications,2
a delicately crafted film,3
Gives an intriguing twist to the French coming-of-age genre,3
"An incredibly thoughtful , deeply meditative picture",4
Just a bunch of good actors,3
a modern city,2
a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub,1
"The only camouflage Carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .",0
impossibly long limbs and sweetly conspiratorial,3
the fine star performances,4
good to see Michael Caine whipping out the dirty words and punching people in the stomach again,3
watching Disney scrape the bottom of its own cracker barrel,1
"Tells a fascinating , compelling story .",4
masterpieces,3
` funny,3
suspenseful enough for older kids but not too scary,3
"For almost the first two-thirds of Martin Scorsese 's 168-minute Gangs of New York , I was entranced .",3
60 minutes,2
is one word that best describes this film : honest,3
a whole heap of nothing at the core of this slight coming-of-age\/coming-out tale,0
"An earnest , roughshod document",3
features a standout performance by Diane Lane,4
-LRB- Leigh -RRB- has a true talent for drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable .,4
a sudden lunch rush at the diner,2
"as it cradles its characters , veiling tension beneath otherwise tender movements",2
usually come up with on their own,2
discerned here that producers would be well to heed,1
A guilty pleasure,3
"Because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before .",4
by director,2
Family Fundamentals gets you riled up,4
"is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .",0
needless chase scenes and swordfights as the revenge unfolds,1
"The story , once it gets rolling , is nothing short of a great one .",4
Writer \/ director M. Night Shyamalan 's ability to pull together easily accessible stories that resonate with profundity,3
"is Leguizamo 's best movie work so far , a subtle and richly internalized performance .",4
hits home with disorienting force .,4
"Although What Time offers Tsai 's usual style and themes , it has a more colorful , more playful tone than his other films .",4
races and rackets,3
an unendurable viewing experience,0
its time frame right,2
a well-defined sense,3
a realistic atmosphere,3
"gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements",3
you actually buy into,3
"the payoff for the audience , as well as the characters , is messy , murky , unsatisfying .",0
cheap,0
star-power potential in this remarkable and memorable film,4
"A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events",4
shows us a slice of life that 's very different from our own and yet instantly recognizable .,3
100-minute movie,2
", the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan .",4
of sense of humor that derives from a workman 's grasp of pun and entendre and its attendant,3
sucks . ',0
uniformly superb,4
to shock and amaze,3
is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .,3
about their budding amours,3
A film,2
"While it may not add up to the sum of its parts , Holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often .",3
of the charm and little,3
magnificent directorial career,4
considers cliched dialogue and perverse escapism a source of high hilarity,2
movies,2
rot and hack,1
"Kids will love its fantasy and adventure , and",3
qualify as revolutionary,3
"The War of the Roses , '",3
sad but endearing characters,3
was able to overcome his personal obstacles and become a good man,3
It 's never dull and always looks good .,4
exquisitely,4
abundant,3
Willie would have loved it,3
is among Wiseman 's warmest .,3
compelling,3
"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted",0
exudes,3
sixties ' rockumentary milestones,3
dramatic potential,3
personality,3
works more often than it does n't .,3
screwed-up,1
it was worth your seven bucks,4
Ismail,2
"Interminably bleak , to say nothing of boring .",0
"The sight of the spaceship on the launching pad is duly impressive in IMAX dimensions , as are shots of the astronauts floating in their cabins .",3
are struggling to give themselves a better lot in life than the ones,3
it falls into the trap of pretention almost every time,3
times,2
Twohy 's a good yarn-spinner,3
of the pleasures in Walter 's documentary,3
Adaptation 's success in engaging the audience in the travails of creating a screenplay,3
with the excitement of the festival in Cannes,3
is plainly dull and visually ugly when it is n't incomprehensible,0
"dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life",3
large-format,3
than a run-of-the-mill action,2
did,2
absolutely,3
Ismail Merchant 's work,2
", it would still be beyond comprehension",1
"with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour",4
"all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings",3
thing 's,3
Thanks largely to Williams,2
action-packed,3
glacial pacing,2
lively,3
scream low budget,0
an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors,0
welcomes a dash of the avant-garde fused with their humor,4
"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .",3
being good,3
family fun,3
are red hot,3
